Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2020-01-02,47372.84765625,48059.41066576087,47201.206903872284,47630.308784816574,12993228
2020-01-03,47630.30859375,48574.33272804054,47115.38633868244,48059.41047297297,15422255
2020-01-06,47630.30859375,47716.128969594596,46857.92521114865,47115.38633868244,10278951
2020-01-07,47887.7734375,48402.69573252688,47716.13267249104,47801.953054995516,10009778
2020-01-08,48745.97265625,49260.89490261884,47973.58928669675,48231.050409881165,23501171
2020-01-09,50290.75,50290.75,49260.90529010239,50119.109215017066,24102579
2020-01-10,51063.12109375,51234.76183692227,50033.27663471639,50462.37849264706,16000170
2020-01-13,51492.2265625,51492.2265625,50719.8431640625,51148.945052083334,11359139
2020-01-14,51492.2265625,52350.430338541664,51406.40618489583,51835.508072916666,16906295
2020-01-15,50634.015625,51148.937817796614,50548.1952595339,51063.11745233051,14300928
2020-01-16,52092.96875,52092.96875,50634.02234349259,50719.842720345965,14381774
2020-01-17,52607.88671875,53208.62930770799,52350.42560919657,53122.80893785685,16025661
2020-01-20,53551.90625,53895.187700320515,52951.1637119391,53208.624799679485,12528855
2020-01-21,52693.70703125,53551.910728827366,52522.06629173453,53208.62924979642,11142693
2020-01-22,53466.10546875,53723.5666507825,51835.51798254414,51921.33837655497,15339565
2020-01-23,52178.79296875,53036.996800472865,52092.972585577714,53036.996800472865,14916555
2020-01-28,50462.38671875,50977.309032206635,50033.284790869475,50977.309032206635,23664541
2020-01-29,50719.84375,51234.7660215736,50462.382614213195,50719.84375,16446102
2020-01-30,49089.2578125,50462.383905157345,48745.97628933567,50462.383905157345,20821939
2020-01-31,48402.69921875,50119.106992464534,48402.69921875,49604.184660350176,19749457
2020-02-03,49089.2578125,49260.898574082166,47372.85019667832,47630.31133905157,23995260
2020-02-04,50548.19921875,50634.01959093803,48745.971402801355,49003.43251936545,21800192
2020-02-05,51063.12109375,51663.863694852946,50548.19886423319,51492.22295168068,19278165
2020-02-06,52436.25,52436.25,51234.7647299509,51578.04623567921,14727159
2020-02-07,51835.49609375,52522.058955918874,51234.753589352236,52436.238598147764,16402493
2020-02-10,51234.7734375,51320.59382851759,50719.85109139447,50805.67148241206,13107121
2020-02-11,51406.41015625,52092.97323012312,51234.76938778172,51320.58977201586,11071231
2020-02-12,51921.33203125,52092.97279829546,51234.768963068185,51749.69126420454,12904207
2020-02-13,52092.96875,52865.3521416804,51921.32799629325,52522.070634266885,18449775
2020-02-14,53036.99609375,53122.81647577872,51663.86998129045,52264.61265549151,13276067
2020-02-17,52779.52734375,53208.62919207317,52522.066234756094,52865.34771341463,8740596
2020-02-18,51320.58203125,52264.60611543687,51234.761659960284,52178.78574414716,16674266
2020-02-19,51663.8671875,51835.50794227575,50977.304168397015,51320.58567794851,12951496
2020-02-20,51492.2265625,52607.89147135417,51148.945052083334,52092.96920572917,14591924
2020-02-21,50805.6640625,51320.58633340371,50204.92141311233,50462.38254856419,13777393
2020-02-24,48745.97265625,49861.63752338249,48745.97265625,49260.89490261884,25627537
2020-02-25,49689.99609375,49775.816466968914,48231.0497490285,48231.0497490285,23885408
2020-02-26,48488.51953125,48917.62147400442,48059.41758849557,48059.41758849557,25483102
2020-02-27,47973.58984375,48831.793597663236,47630.308342184704,48316.871345315296,23209541
2020-02-28,46514.65234375,47630.31743686577,46514.65234375,47201.21547797509,30054227
2020-03-02,47201.20703125,47630.30891335227,45999.72176136364,46600.464396306816,30403412
2020-03-03,47544.48828125,48831.79392063402,47287.027153373194,48660.153168716155,30330295
2020-03-04,49260.8984375,49432.539198606275,46857.92778201219,47029.56854311847,24765728
2020-03-05,49604.1796875,49775.82044766436,48660.15550659602,49432.538927335634,21698990
2020-03-06,48488.51953125,49089.26225110619,48231.058365597346,48488.51953125,18716656
2020-03-09,48488.51953125,48488.51953125,48488.51953125,48488.51953125,0
2020-03-10,46857.921875,47115.382984203294,46085.53854739011,46171.35891712454,32106554
2020-03-11,44712.41796875,46686.28670825336,44626.5975887716,46600.46632827495,45707281
2020-03-12,44712.41796875,44712.41796875,44712.41796875,44712.41796875,0
2020-03-13,42867.2734375,44283.309496997,40206.84205299049,40721.764256443945,59462933
2020-03-16,41966.15625,43682.56345858896,41880.33588957055,42996.000575153375,33339821
2020-03-17,40593.03515625,42609.81385851612,40078.11293439482,40249.75367501321,51218151
2020-03-18,39134.09765625,41494.15837016858,39134.09765625,40979.23603258635,40152623
2020-03-19,36859.8515625,40035.20548057334,36302.01911743306,39820.65454016298,56925513
2020-03-20,38962.453125,39048.273506332596,37374.77607034692,37889.69835834251,49730008
2020-03-23,36473.66015625,37374.77411305147,36387.83977941176,36559.48053308824,41701626
2020-03-24,40292.67578125,40292.67578125,36945.68034894169,37632.2435145434,49801908
2020-03-25,41751.61328125,42566.9068602261,40464.3076302351,42009.07441145298,52735922
2020-03-26,41022.13671875,42309.44226431747,40936.316349045504,42051.981155203976,42185129
2020-03-27,41451.24609375,42652.731487771736,40206.85050708462,42566.91110248447,39896178
2020-03-30,41368.23828125,41800.50827373955,40244.33630077717,40676.60629326672,26797395
2020-03-31,41281.7890625,41930.1941263089,40763.06501145288,41497.924083769634,30654261
2020-04-01,39595.9453125,41411.47992289847,39595.9453125,41022.4367920988,27259532
2020-04-02,40460.48046875,40503.70747779781,39206.897206363516,39941.75636017628,21621076
2020-04-03,40633.38671875,41152.110804521275,40244.343654421544,40979.202775930855,22784682
2020-04-06,42103.10546875,42189.55948408624,40849.52224637449,41065.65728471509,23395726
2020-04-07,42881.1953125,43399.91944934476,42362.47117565524,42924.42232390373,31524034
2020-04-08,42016.65234375,43010.87354118441,42016.65234375,42881.1925154321,25010314
2020-04-09,42448.9140625,43054.092063391035,42103.09806199084,43010.865063327394,22628058
2020-04-10,42578.59765625,42578.59765625,42059.873623889594,42319.2356400698,17839111
2020-04-13,41757.2890625,42276.01315023292,41757.2890625,42059.878113677536,14431800
2020-04-14,42362.46484375,42535.37286352041,41757.28677455358,42189.5568239796,14206216
2020-04-16,42362.46484375,42665.05387834822,41973.42179926659,42665.05387834822,23349760
2020-04-17,44437.36328125,44956.087366245134,43486.36912542558,43918.639196254866,32041675
2020-04-20,43313.46484375,44437.36712512475,43227.01082210579,44437.36712512475,21866354
2020-04-21,42578.59765625,42967.6406805203,42103.100626586296,42708.2786643401,27407543
2020-04-22,43097.328125,43227.00915245737,41800.51785042628,42103.10691449348,18613864
2020-04-23,43097.328125,43486.37120737212,42794.7390609328,43399.9171890672,18754442
2020-04-24,42665.0546875,43010.87073359929,42362.46564716312,42924.416722074464,15618347
2020-04-27,43097.328125,43227.00915245737,42448.922987713144,42665.05803347543,14049471
2020-04-28,43313.46484375,43313.46484375,42621.832670596305,43097.32978963947,16095399
2020-04-29,43227.0078125,43659.277890625,42881.19175,43140.553796875,15604533
2020-05-04,41930.1875,42448.91146907217,41930.1875,42276.00347938144,26083749
2020-05-06,42535.37109375,42535.37109375,41930.19304973323,42362.46308117378,18070225
2020-05-07,42189.55859375,42621.828661308915,42103.10458023822,42535.374647797136,13884411
2020-05-08,42189.55859375,42665.05566806481,42189.55859375,42448.92063428535,15319700
2020-05-11,41843.7421875,42578.60129616477,41757.288174715904,42276.012251420456,16357743
2020-05-12,41411.484375,41930.20860516702,41108.89524073591,41843.754566805845,23433590
2020-05-13,41973.42578125,41973.42578125,40806.29653707518,40849.52354611869,20223277
2020-05-14,41497.921875,41584.37587890625,41195.33286132813,41281.786865234375,19305974
2020-05-15,41368.23828125,41886.96227223746,41238.557283503134,41843.7352729885,18463118
2020-05-18,42189.55859375,42448.92063428535,41152.110431608606,41454.69947889985,20481981
2020-05-19,43486.37109375,43659.27912990805,42967.646985275846,43313.463057591944,25168295
2020-05-20,43227.0078125,43399.91584375,43054.09978125,43227.0078125,14896899
2020-05-21,43183.7734375,43572.81644144144,43097.31943662413,43486.362440565565,14949266
2020-05-22,42146.32421875,43054.091201923075,42016.64322115384,42881.1832051282,19706284
2020-05-25,42232.7890625,42276.016072799386,41886.97298010491,42146.33504190123,14337913
2020-05-26,42578.59765625,42751.5056670368,42016.64662119289,42103.100626586296,15127490
2020-05-27,43140.5546875,43227.00870490982,42189.56049599199,42319.24152210671,19548479
2020-05-28,43572.83203125,44264.46428571428,43140.56187220982,44178.01025390625,31309318
2020-05-29,43832.1875,43832.1875,42967.647312623274,43227.0093688363,27596961
2020-06-01,44264.44921875,44264.44921875,43745.72520446777,43918.633209228516,16949183
2020-06-02,44437.36328125,44523.81729541586,43918.639196254866,44091.547224586575,14247933
2020-06-03,47117.44140625,47549.71151089449,44696.72882024082,44783.18284116972,49257814
2020-06-04,47203.890625,49278.78691620879,47203.890625,48241.338770604394,40220334
2020-06-05,47981.97265625,48327.78867539414,46685.16258445946,47030.9786036036,22743629
2020-06-08,47463.25390625,48846.51813666894,47290.34587744764,48760.064122267766,25634965
2020-06-09,47981.97265625,48846.512704110355,47030.9786036036,48241.33467060811,23998831
2020-06-10,47895.52734375,48327.79744613042,47463.25724136959,47636.16528232175,16742493
2020-06-11,46944.52734375,47636.15942247928,45993.533235497234,47117.43536343232,33815123
2020-06-12,45215.4609375,45647.73111854684,44523.828647825045,45042.55286508126,26976019
2020-06-15,43140.5546875,44956.08905310621,43140.5546875,44437.36494864729,28772921
2020-06-16,45042.53515625,45042.53515625,43745.725122960655,44264.449136276395,21808375
2020-06-17,45128.9921875,45734.17024365421,44350.906115301725,45042.53817947797,26672595
2020-06-18,45215.4609375,45215.4609375,44610.28268403441,45129.00690129063,15982926
2020-06-19,45734.171875,45734.171875,44610.26973062382,45474.80984168242,18157985
2020-06-22,44956.09375,45474.81790865385,44783.18569711539,44956.09375,13801350
2020-06-23,44437.36328125,45647.719479571984,44178.00123875243,45388.35743707442,18086152
2020-06-24,45734.171875,46598.7119860586,44610.26973062382,44869.631763941405,24519552
2020-06-25,44869.62890625,45820.62296784682,44869.62890625,45042.53691744942,18541624
2020-06-26,46079.98046875,46598.70445151266,45128.986500351784,45647.710483114446,21575360
2020-06-29,45604.79296875,46301.04934995229,45256.66477814886,45691.82501640029,17776925
2020-06-30,45952.91796875,46910.27042643229,45952.91796875,46910.27042643229,21157172
2020-07-01,45778.8671875,46649.187856463876,45604.80305370722,46475.1237226711,16706143
2020-07-02,46039.953125,46039.953125,45343.69674503781,45343.69674503781,14142583
2020-07-03,46649.1796875,46649.1796875,45865.89122259795,46126.987377565296,11887868
2020-07-06,47867.62890625,47867.62890625,46823.244275568184,46997.30838068182,19856623
2020-07-07,46475.109375,48650.910375702246,46475.109375,48563.878335674155,30760032
2020-07-08,46126.98046875,46910.268816332544,46039.94843012971,46649.172700471696,19664652
2020-07-09,45952.91796875,46649.17430160985,45952.91796875,46301.046135179924,17054850
2020-07-10,45865.890625,46301.05087760911,45517.76242291272,46214.01882708729,13714746
2020-07-13,46475.109375,46823.237535112356,46214.01325491573,46388.07733497191,12240188
2020-07-14,46823.23828125,46823.23828125,46301.04603276022,46736.20623983504,14269484
2020-07-15,47606.52734375,47867.62347177788,47258.39917304616,47345.43121572212,24051450
2020-07-16,46823.23828125,47693.558695399624,46823.23828125,47693.558695399624,16779127
2020-07-17,47345.4375,47606.533662683825,47084.34133731618,47171.37339154412,10096174
2020-07-20,47171.37890625,47693.571292666056,46997.31477744465,47693.571292666056,10507530
2020-07-21,48128.7265625,48215.75861776673,47693.566286166366,48041.694507233275,18297260
2020-07-22,47606.52734375,48302.78368515767,47606.52734375,48128.71959980576,12885057
2020-07-23,47084.33984375,47606.53215255314,46823.24368934843,47606.53215255314,16214932
2020-07-24,47171.37890625,47345.44303505535,46736.21858423662,46997.31477744465,10994535
2020-07-27,48389.81640625,48476.848450146135,47258.39983560027,47258.39983560027,21054421
2020-07-28,51000.78125,51174.84534982935,49086.07615187713,49608.26845136519,48431566
2020-07-29,51348.90234375,52567.350873940675,51000.77419226695,52480.31883606991,36476611
2020-07-30,51348.90234375,52306.25476032839,51348.90234375,51958.12660884534,19285354
2020-07-31,50391.546875,51871.09142918825,50217.48280980138,51784.05939658894,21943345
2020-08-03,49434.1953125,50391.54768650968,49347.163278499116,50304.5156525088,21158940
2020-08-04,49869.35546875,50565.61174056501,49608.25936681937,49782.32343477312,19419694
2020-08-05,49521.23046875,50043.42270567882,48999.03823182118,49869.358626702546,17739706
2020-08-06,50478.5859375,50826.714116379306,49695.29753502155,49695.29753502155,21625874
